age,sexe,vols_betail,injustice,mal_gouvernance,religion,pauvrete,mimetisme,politique,ignorance,probleme_education,egoisme,conflit_ethnique,chomage,orgueil
34,Homme,2,5,7,6,6,5,4,3,7,7,4,3,2
36,Homme,7,5,5,3,7,4,4,6,4,1,7,2,2
22,Homme,2,5,4,4,6,5,2,1,7,7,7,6,3
46,Homme,5,1,7,7,6,2,6,2,5,2,1,5,7
66,Homme,3,5,4,2,6,1,4,6,1,1,7,4,2
13,Femme,7,6,3,6,4,2,7,3,5,4,4,3,7
52,Femme,1,1,6,6,1,3,5,7,6,2,1,2,4
51,Femme,5,3,3,4,1,3,7,2,4,1,3,1,1
67,Homme,5,5,1,3,3,1,2,2,4,2,4,4,2
49,Homme,1,6,3,5,4,5,1,3,3,1,5,6,1
49,Homme,6,5,3,4,2,2,1,3,4,1,3,6,7
57,Homme,7,4,5,7,2,3,3,1,4,3,7,5,3
36,Femme,3,1,4,3,1,7,4,5,2,2,1,5,7
19,Homme,2,2,4,7,7,6,5,2,5,1,6,5,7
12,Homme,2,1,1,4,4,7,5,4,6,3,5,4,2
48,Homme,4,1,3,2,5,5,3,1,2,1,4,5,7
47,Femme,5,4,2,5,6,7,7,2,3,1,3,3,2
29,Homme,2,6,6,3,7,2,3,4,1,1,2,5,7
41,Homme,1,5,6,1,5,1,2,1,5,2,5,2,7
27,Homme,7,7,7,7,2,3,2,1,3,3,6,4,3
56,Homme,4,6,6,2,3,4,5,2,2,2,3,3,5
65,Femme,4,1,2,4,4,6,1,7,7,5,4,2,6
53,Homme,4,3,1,1,6,2,7,3,7,3,6,3,4
58,Femme,4,1,6,5,2,3,5,1,4,1,3,4,6
34,Femme,2,3,1,2,7,2,5,1,2,1,1,4,1
67,Homme,3,4,6,6,7,7,3,2,3,6,4,5,1
16,Homme,7,7,4,1,1,6,4,6,1,7,6,3,6
58,Homme,7,1,1,3,4,3,6,5,2,7,5,6,3
12,Homme,6,3,5,4,2,3,5,7,3,3,1,5,2
52,Homme,5,6,2,4,6,5,5,5,2,2,6,1,1
51,Homme,7,7,2,7,2,6,5,3,3,3,1,4,4
20,Homme,4,4,2,3,1,6,6,2,4,5,5,5,3
16,Homme,5,3,4,5,4,1,7,6,4,1,4,3,5
50,Femme,3,2,1,5,1,3,6,2,1,7,6,5,3
24,Homme,5,6,3,2,5,5,3,4,6,5,4,6,2
26,Femme,5,4,1,5,1,2,5,5,3,5,5,3,1
26,Homme,1,7,6,1,3,1,4,5,3,1,4,2,6
68,Homme,3,2,1,6,7,5,7,5,2,7,1,1,5
64,Femme,5,4,5,3,2,2,4,2,1,6,4,1,5
19,Homme,5,3,1,5,4,2,5,3,5,6,4,7,2
66,Homme,4,4,3,1,2,4,5,1,5,3,6,6,4
23,Homme,5,7,1,7,3,7,5,3,4,2,5,6,2
44,Femme,7,1,2,2,7,1,2,3,1,5,1,5,3
62,Femme,6,1,7,2,5,6,5,5,5,3,7,4,3
28,Homme,6,2,6,6,6,7,7,2,3,3,5,5,2
37,Homme,5,7,4,4,5,4,5,4,3,1,2,4,3
53,Homme,4,4,1,6,7,1,3,7,2,4,1,6,6
64,Homme,6,4,6,6,6,6,3,7,5,7,2,1,1
34,Homme,6,7,6,4,1,2,1,2,1,6,7,3,7
40,Homme,7,2,7,1,7,4,2,3,6,7,6,1,5
58,Homme,5,2,1,5,4,5,7,1,1,7,7,4,3
50,Homme,6,5,5,3,4,3,6,5,7,3,4,5,6
32,Homme,2,5,6,5,5,3,2,5,3,4,3,2,4
40,Femme,4,4,7,7,2,4,5,2,6,6,5,6,4
68,Homme,1,7,2,6,7,6,4,7,7,5,4,3,5
32,Homme,4,5,3,7,1,7,1,5,6,6,5,2,7
24,Homme,1,4,6,1,5,1,6,4,2,7,2,7,1
53,Homme,7,4,6,4,3,3,5,6,7,7,5,7,2
40,Homme,6,1,3,6,4,7,7,5,2,2,2,2,4
39,Homme,4,7,4,7,3,2,3,5,5,2,4,5,7
30,Femme,3,3,2,2,4,1,4,6,2,6,2,5,1
69,Homme,5,6,6,3,7,5,5,5,3,2,1,4,2
46,Homme,3,3,3,4,5,1,2,1,1,7,2,5,4
48,Homme,2,3,3,1,6,2,4,6,3,1,6,1,6
13,Homme,4,3,2,6,1,6,2,6,7,7,3,3,4
43,Homme,7,1,1,2,6,5,7,5,6,5,3,1,1
25,Homme,5,4,2,5,3,7,6,1,3,3,6,3,1
27,Homme,3,5,4,1,6,4,4,6,2,7,1,7,3
32,Homme,6,7,4,1,5,6,1,3,1,6,4,4,1
39,Homme,5,7,1,7,4,2,6,6,7,3,6,2,7
23,Femme,3,2,4,4,6,4,6,2,4,7,5,2,3
13,Homme,3,4,4,5,3,5,4,4,5,2,4,3,2
24,Homme,2,4,3,3,7,1,5,5,3,4,3,3,6
54,Homme,4,2,6,6,5,4,5,4,7,1,3,7,3
61,Homme,3,1,1,6,1,2,7,1,2,1,2,2,2
35,Homme,1,7,1,7,2,7,5,7,6,7,1,3,4
65,Femme,4,4,5,2,3,7,7,7,6,4,3,7,7
68,Homme,5,7,4,1,4,3,4,3,1,4,3,1,3
47,Homme,3,2,6,4,4,1,4,3,4,3,3,2,2
17,Homme,7,2,1,3,2,4,5,7,6,7,6,3,3
17,Homme,1,1,1,6,3,2,4,7,7,7,5,1,4
67,Femme,2,2,1,6,5,3,4,3,1,6,4,2,6
36,Homme,2,2,3,2,3,6,1,5,5,3,3,2,3
47,Homme,7,3,4,7,5,1,7,4,2,2,7,6,5
57,Homme,3,3,3,1,1,4,7,2,5,1,5,2,6
29,Femme,6,7,2,1,7,1,3,5,7,2,5,6,1
38,Homme,2,3,2,5,3,3,4,1,6,2,3,6,5
37,Femme,5,3,6,2,2,3,3,5,7,2,4,4,5
59,Homme,4,3,1,1,1,5,2,1,7,6,7,2,5
56,Femme,7,2,2,6,1,2,2,2,2,2,4,3,6
67,Homme,7,2,5,4,2,2,5,2,7,3,5,7,1
36,Homme,4,2,7,4,1,5,1,5,5,7,7,5,6
30,Homme,2,2,1,1,4,3,4,2,3,7,6,7,6
22,Homme,3,4,6,6,3,1,5,1,3,4,5,5,7
52,Homme,3,1,7,6,4,5,1,1,6,2,4,4,5
48,Homme,2,2,5,5,6,2,7,4,2,6,6,5,3
37,Femme,5,6,2,3,1,3,7,6,5,6,5,2,1
60,Homme,2,1,2,6,7,7,7,1,5,6,4,2,6
26,Femme,2,7,6,4,3,7,2,2,4,7,7,2,1
39,Homme,2,3,7,4,6,7,1,2,1,4,4,3,6
69,Femme,2,2,4,3,1,1,4,7,5,2,4,7,5
30,Homme,5,2,5,7,3,4,5,1,4,6,6,6,7
44,Homme,1,1,6,4,1,1,2,2,3,7,4,7,3
20,Homme,5,3,2,3,6,4,5,2,2,3,4,5,7
33,Homme,2,4,2,6,7,2,4,3,3,3,1,5,4
16,Homme,1,5,6,5,7,4,2,5,5,7,3,7,5
26,Homme,1,7,4,2,3,2,5,6,5,1,1,3,2
69,Homme,4,5,4,4,4,3,1,3,6,1,6,4,1
23,Femme,2,5,4,1,5,4,7,7,2,1,4,4,2
31,Homme,5,4,7,4,5,2,7,7,7,4,4,7,2
14,Homme,6,1,2,4,3,5,7,2,6,1,4,1,3
67,Homme,1,7,1,4,1,4,6,1,3,1,7,7,7
23,Femme,1,6,5,4,2,2,4,2,5,7,4,4,1
70,Homme,4,3,1,3,2,2,2,1,1,6,6,7,4
19,Homme,4,5,5,7,2,2,1,1,6,3,2,4,4
70,Femme,7,1,1,1,1,5,1,4,6,7,4,7,1
58,Homme,7,2,7,5,3,3,7,4,2,4,7,4,1
55,Femme,1,3,5,2,7,2,4,4,2,5,4,4,3
52,Homme,4,7,7,3,2,1,5,4,6,3,4,2,1
50,Homme,5,1,7,6,3,7,5,7,2,2,2,7,3
41,Homme,3,2,5,5,3,3,5,6,1,4,1,6,7
13,Homme,3,5,5,5,1,5,4,3,1,6,1,3,6
47,Homme,5,6,2,2,5,7,4,6,3,5,6,4,2
54,Femme,6,2,1,6,7,2,3,5,7,2,1,3,6
53,Homme,6,3,2,2,1,4,7,1,4,7,5,6,7
16,Femme,1,7,7,1,2,5,4,4,1,5,3,4,1
64,Homme,1,1,2,5,7,7,4,2,6,2,3,2,5
21,Homme,6,6,3,1,2,7,4,6,7,2,3,6,5
45,Homme,7,6,6,7,4,5,7,3,2,2,1,7,6
64,Femme,3,7,2,2,7,5,6,4,3,2,7,2,5
23,Homme,3,5,7,1,4,3,4,1,1,2,2,6,4
27,Homme,7,4,3,3,4,6,1,4,3,6,1,3,6
31,Homme,5,5,7,2,3,7,1,3,5,5,6,6,5
59,Homme,7,5,1,1,4,4,7,2,2,4,1,5,3
40,Homme,6,5,6,4,7,1,6,1,6,6,3,2,2
58,Homme,2,5,1,1,4,3,6,2,6,7,4,2,4
20,Homme,5,3,6,2,1,7,3,1,5,2,3,6,5
18,Homme,6,5,3,1,5,1,7,5,2,5,6,1,7
39,Homme,5,2,5,5,6,4,6,2,4,7,1,6,2
66,Femme,3,5,4,4,1,3,5,3,7,5,3,5,2
64,Homme,5,7,5,7,7,4,2,2,4,6,2,1,3
44,Homme,3,2,4,6,4,4,6,1,1,2,2,5,3
50,Homme,1,7,7,4,3,6,3,1,6,7,4,2,2
13,Femme,2,7,1,7,5,4,2,6,6,4,2,2,5
37,Femme,1,7,6,6,4,3,5,4,6,7,5,7,4
59,Homme,7,7,2,7,7,1,2,6,1,6,5,5,2
24,Homme,7,4,6,3,3,6,5,1,5,1,2,4,2
27,Homme,6,4,6,1,2,2,1,5,5,7,6,7,2
66,Homme,1,5,4,3,7,4,5,4,3,1,3,1,6
35,Femme,2,5,7,3,3,5,1,6,7,3,3,2,4
42,Homme,2,1,2,7,3,5,1,6,7,7,6,2,5
29,Homme,6,7,7,5,7,2,6,5,6,1,6,2,6
21,Homme,7,7,1,3,7,5,3,5,4,3,6,3,4
43,Homme,1,2,5,6,5,2,6,3,5,3,4,5,7
68,Homme,4,7,3,6,5,6,2,5,6,1,4,5,3
49,Femme,4,3,4,2,1,6,6,5,5,6,7,1,2
24,Homme,4,2,2,1,2,5,3,4,1,6,7,6,4
41,Homme,3,1,1,1,4,5,3,2,1,4,1,3,4
56,Femme,1,1,2,2,3,5,6,3,7,1,6,2,2
52,Homme,6,5,6,6,3,3,1,3,6,2,7,2,3
29,Femme,1,4,5,4,4,2,1,3,7,5,4,2,3
29,Homme,4,5,7,2,7,2,7,5,1,3,1,4,6
44,Homme,6,1,2,2,7,7,7,4,1,1,5,1,6
33,Homme,1,2,2,2,7,3,3,5,7,2,5,3,4
28,Homme,3,6,3,7,6,1,6,5,7,1,5,1,3
58,Homme,6,2,6,7,2,1,5,3,4,6,7,2,2
17,Homme,6,4,3,5,2,5,3,4,2,4,4,7,2
45,Homme,2,7,6,2,6,1,2,7,4,1,3,1,7
14,Femme,6,4,3,6,6,3,6,1,4,5,4,2,5
37,Homme,7,7,7,5,4,4,2,3,4,7,7,2,7
42,Homme,6,3,5,1,6,1,5,5,1,5,1,5,6
60,Homme,6,5,4,4,7,1,6,6,7,7,1,6,6
18,Homme,4,6,2,7,2,2,6,4,2,5,5,4,1
32,Femme,1,2,2,3,6,7,1,7,7,5,7,7,3
18,Homme,7,1,1,2,6,7,2,6,3,2,4,2,1
62,Homme,4,6,7,7,3,4,7,4,7,2,1,1,5
12,Homme,2,7,2,1,4,3,6,6,5,7,6,1,5
31,Homme,3,5,6,2,2,4,7,7,2,1,7,6,5
47,Homme,7,1,2,7,6,7,7,7,4,7,4,7,5
41,Homme,3,5,5,7,6,4,3,1,7,3,3,2,6
37,Homme,1,1,3,5,3,3,4,3,1,6,3,6,6
66,Homme,1,1,4,2,7,2,7,3,5,6,6,4,4
25,Homme,7,2,7,7,4,2,6,3,3,7,6,2,2
53,Homme,4,4,5,7,1,2,5,7,2,2,5,5,7
69,Homme,3,2,1,2,4,6,5,7,2,5,5,4,7
24,Homme,3,4,5,6,4,1,7,3,4,6,5,2,3
54,Femme,4,7,6,3,1,5,4,4,5,5,5,4,3
51,Femme,6,1,1,3,6,5,2,1,7,2,2,4,6
33,Femme,6,7,7,4,4,1,4,1,1,5,6,2,1
22,Homme,4,2,7,5,1,1,7,1,6,3,5,2,5
64,Femme,7,6,3,6,7,6,1,7,1,2,7,5,7
41,Homme,2,7,6,5,5,6,6,1,4,3,5,7,2
56,Homme,2,6,4,6,1,5,4,1,3,3,4,5,7
38,Femme,5,7,1,6,2,7,2,1,4,5,6,7,4
57,Homme,6,3,1,5,5,3,6,4,4,7,6,7,7
52,Homme,7,3,1,1,4,2,6,6,1,6,3,2,3
48,Homme,2,7,4,6,6,3,1,3,3,6,3,3,4
38,Homme,1,7,5,1,3,4,3,1,1,2,3,1,7
14,Homme,3,5,5,7,6,4,4,5,1,4,5,3,4
55,Homme,7,6,2,2,7,5,6,5,4,7,4,3,5
21,Homme,5,1,2,7,3,7,2,1,1,2,7,1,7
23,Homme,4,1,7,5,7,6,3,5,6,1,6,7,5
33,Homme,4,7,4,3,1,7,4,2,2,3,2,3,5
38,Homme,1,5,3,4,5,1,6,5,5,6,1,1,1
68,Homme,7,3,2,2,3,6,2,5,4,4,6,7,7
67,Homme,2,7,2,1,7,1,1,4,6,5,2,7,5
59,Homme,2,1,2,4,5,6,1,4,4,3,1,6,6
24,Homme,4,7,4,7,1,7,7,3,7,1,5,5,4
40,Homme,2,4,5,5,7,4,2,6,5,4,7,1,5
69,Homme,6,5,4,2,2,3,1,5,2,1,2,6,6
58,Femme,4,1,4,4,3,7,7,5,3,3,5,3,3
40,Homme,4,5,1,7,2,1,5,3,5,2,4,2,5
55,Homme,3,7,7,2,5,4,7,3,4,7,6,3,5
31,Homme,3,6,2,3,5,2,3,5,6,7,3,6,5
37,Homme,6,5,3,1,5,4,4,1,3,7,7,2,5
46,Homme,3,5,1,7,4,5,1,6,2,6,6,4,2
59,Homme,6,4,4,3,2,4,3,2,5,2,4,7,1
21,Homme,4,3,4,2,2,3,2,6,6,5,2,3,2
38,Femme,7,6,6,4,5,4,3,3,5,7,1,4,1
51,Homme,4,4,1,6,5,1,5,4,4,1,3,2,1
59,Homme,6,1,4,7,2,5,5,3,5,2,3,7,5
20,Femme,6,2,1,5,4,5,5,4,1,5,7,1,6
33,Homme,3,1,1,2,3,3,6,3,1,7,5,6,3
47,Homme,6,4,7,2,4,5,7,4,3,7,7,4,7
14,Homme,6,4,4,5,6,3,5,2,1,5,4,2,6
30,Femme,3,4,5,4,1,5,2,1,6,4,4,5,3
17,Homme,1,2,7,2,6,4,6,4,4,1,5,3,1
12,Homme,4,6,2,1,1,6,5,6,6,5,7,1,6
56,Homme,1,3,7,7,1,7,6,5,6,6,2,1,6
45,Homme,3,7,1,7,2,1,2,4,4,3,6,6,3
62,Homme,2,5,2,6,3,2,3,4,4,6,3,4,1
53,Homme,3,1,5,1,1,4,4,3,7,6,2,4,1
13,Homme,7,3,3,7,1,4,1,1,2,4,5,7,5
23,Homme,3,1,7,2,4,1,6,6,5,7,6,6,7
31,Homme,2,4,1,6,6,7,6,5,7,3,5,7,2
67,Homme,7,4,2,2,3,1,4,4,4,4,1,6,2
37,Femme,2,5,7,1,6,4,4,5,2,2,3,4,6
40,Femme,1,2,4,5,6,1,4,3,5,5,3,5,7
60,Homme,7,5,3,3,7,3,1,3,1,7,2,3,3
50,Femme,5,3,6,5,6,1,6,1,5,5,5,1,6
55,Homme,1,7,5,2,4,1,2,7,4,4,4,2,1
38,Homme,2,1,7,6,4,5,7,4,3,1,6,4,1
20,Homme,6,3,2,3,3,3,3,1,1,7,2,5,6
21,Femme,3,6,7,7,4,7,2,4,3,7,5,5,6
29,Homme,2,1,7,4,1,4,7,1,7,2,1,6,1
54,Femme,3,5,3,3,2,5,1,2,7,3,1,5,4
36,Homme,1,4,4,3,2,1,6,1,4,7,5,1,3
61,Homme,5,1,6,6,5,7,1,7,4,2,7,5,2
39,Homme,1,1,3,7,6,1,4,7,3,1,4,6,6
13,Homme,1,2,1,4,1,1,6,4,1,6,1,5,4
17,Homme,6,6,7,4,4,2,5,1,2,4,4,7,1
47,Homme,2,3,3,4,5,1,2,1,1,4,1,2,1
32,Homme,6,3,7,5,7,3,3,5,3,1,6,2,5
17,Homme,6,4,7,5,3,2,2,6,4,2,3,5,5
35,Homme,5,6,4,3,3,4,4,4,3,1,1,5,1
29,Femme,5,7,6,2,1,2,6,5,2,7,6,2,7
41,Homme,6,1,7,2,6,5,4,2,6,6,7,1,5
55,Femme,3,5,5,4,7,4,7,3,2,6,2,1,6
65,Femme,6,3,4,7,2,5,4,4,1,6,3,6,7
49,Homme,6,3,4,5,1,3,6,1,2,3,3,1,2
39,Homme,4,3,3,5,4,3,4,6,5,2,7,4,7
65,Homme,6,1,6,3,4,4,7,6,2,4,1,6,4
30,Homme,7,1,4,4,4,4,4,6,4,2,4,4,1
65,Homme,6,1,7,4,4,3,3,3,3,4,5,3,5
27,Femme,4,3,5,2,3,1,7,1,3,1,5,7,4
64,Femme,1,3,5,4,6,3,6,4,3,3,5,6,2
48,Homme,7,3,6,3,1,4,3,1,3,4,3,2,3
43,Homme,3,2,1,3,3,1,4,5,1,1,5,5,5
34,Femme,3,7,5,3,3,6,4,3,2,2,5,2,2
13,Homme,4,5,4,6,5,6,2,3,5,6,2,3,4
56,Homme,1,3,7,1,3,6,3,5,2,7,6,6,3
48,Homme,5,7,2,6,5,1,1,4,1,7,1,4,5
56,Homme,5,6,5,7,3,6,4,1,7,1,3,7,4
64,Homme,5,5,2,4,3,4,7,2,1,3,1,1,7
27,Femme,4,7,2,5,4,1,1,7,3,4,1,3,3
12,Homme,6,7,5,5,7,2,7,3,5,2,3,7,3
53,Homme,7,1,3,3,1,4,2,7,1,6,4,3,3
22,Femme,5,2,7,4,6,4,1,3,1,3,5,7,7
19,Femme,4,2,6,5,3,3,7,5,3,1,3,1,5
18,Femme,6,5,1,7,5,1,6,3,4,2,2,5,5
52,Homme,2,7,5,7,1,3,4,2,3,3,1,5,1
30,Homme,3,1,7,5,6,4,2,5,2,1,2,4,4
55,Homme,6,5,2,6,3,6,6,7,2,1,5,6,3
60,Homme,4,6,6,3,6,5,1,1,5,3,6,4,5
51,Homme,6,7,7,3,5,5,4,2,4,3,5,2,7
35,Homme,3,6,7,7,7,3,4,3,5,5,4,6,4
18,Homme,7,6,2,4,6,7,5,7,5,4,3,3,7
13,Homme,3,2,2,6,3,1,5,1,7,6,5,7,2
60,Homme,5,3,1,6,1,1,5,1,2,1,3,1,1
47,Femme,7,2,7,7,3,3,3,1,2,3,3,7,4
49,Homme,2,4,6,4,2,6,2,6,2,4,7,2,6
66,Femme,5,3,6,1,3,6,4,6,2,1,3,5,7
26,Homme,7,2,1,5,3,3,6,3,3,1,7,2,6
27,Homme,2,7,3,7,7,6,3,1,4,7,3,4,5
62,Homme,3,4,4,2,5,7,6,6,6,2,4,7,2
56,Femme,1,6,1,1,7,6,4,2,7,4,2,6,7
30,Femme,6,1,1,3,7,3,3,1,5,6,3,4,7
37,Homme,3,6,1,5,2,3,2,6,5,2,2,7,5
12,Homme,2,6,2,1,7,4,7,6,1,7,2,1,2
33,Homme,5,2,2,2,6,2,4,7,6,1,1,4,5
13,Homme,2,7,6,7,7,5,3,7,7,3,4,6,4
17,Femme,6,3,3,6,6,6,5,2,5,1,6,4,6
24,Homme,2,6,4,4,7,1,1,5,2,4,7,1,4
12,Homme,4,2,2,3,6,4,3,2,7,2,5,7,1
31,Femme,4,3,4,5,5,1,3,3,5,6,3,5,7
61,Femme,7,6,6,7,3,7,3,3,5,3,4,4,4
56,Homme,6,7,7,4,2,3,5,2,4,1,4,1,2
37,Homme,4,4,2,2,2,1,2,7,1,2,7,2,2
43,Femme,5,7,5,3,2,5,3,2,5,7,3,4,2
50,Homme,5,5,5,4,3,4,1,7,3,1,3,5,5
18,Homme,5,7,6,7,2,7,2,7,5,6,5,5,1
32,Homme,3,6,6,2,7,1,4,7,1,7,4,2,7
13,Femme,6,1,3,5,5,5,1,6,7,1,4,3,4
33,Homme,3,4,6,5,1,5,6,6,3,4,1,1,3
17,Homme,2,6,3,2,1,4,5,3,7,2,5,4,1
55,Homme,1,2,4,6,4,1,2,7,5,7,1,5,3
28,Homme,4,6,3,1,3,6,2,1,2,3,4,3,4
23,Homme,5,6,2,3,2,2,3,2,6,3,2,6,2
43,Femme,4,3,5,4,2,2,4,7,1,6,7,6,6
22,Homme,2,6,5,1,4,5,2,3,3,1,6,6,4
30,Homme,7,3,7,1,2,3,5,3,3,5,1,3,5
30,Femme,5,2,6,4,5,2,1,4,3,6,5,2,1
55,Homme,1,6,3,5,7,1,7,5,7,7,6,5,4
25,Homme,3,4,2,1,6,4,6,6,3,1,3,4,5
29,Femme,7,4,1,7,4,4,7,7,2,6,7,6,4
24,Homme,1,3,4,3,3,4,3,1,7,7,4,7,1
67,Homme,6,3,2,6,1,1,5,5,5,4,3,2,5
61,Femme,7,7,2,6,7,2,1,3,2,4,3,4,4
69,Homme,1,5,3,1,6,2,5,6,6,7,2,1,2
57,Homme,3,1,3,6,4,6,7,5,2,2,7,7,3
54,Homme,7,5,1,7,2,7,3,5,2,3,4,2,5
31,Homme,4,3,3,7,3,2,1,6,7,4,7,4,1
13,Homme,4,7,7,1,6,6,1,4,4,7,7,6,1
48,Femme,7,2,1,1,6,5,5,2,1,6,7,3,3
58,Homme,7,3,2,6,1,7,2,1,5,3,1,5,6
22,Homme,1,5,6,6,2,5,2,7,5,6,6,2,1
63,Homme,6,6,3,5,4,7,4,1,3,4,6,7,5
29,Homme,7,7,7,3,5,2,4,4,5,1,5,7,7
30,Homme,2,7,4,2,3,3,7,1,3,7,2,2,1
52,Homme,5,5,4,2,6,4,2,5,5,3,7,5,7
49,Homme,6,7,2,5,1,3,6,7,3,7,7,1,7
26,Femme,2,5,2,3,6,4,1,1,1,6,7,5,4
56,Homme,1,3,3,2,4,2,4,1,5,1,7,1,3
24,Homme,5,5,7,3,1,1,5,2,4,1,5,3,4
18,Homme,4,3,4,2,5,2,6,3,7,6,4,4,6
26,Homme,2,2,4,4,3,7,5,3,3,7,7,4,3
49,Homme,1,1,6,6,1,3,3,2,5,5,3,6,6
53,Femme,7,5,6,6,3,4,6,2,5,6,7,7,4
64,Homme,1,2,4,6,4,5,6,2,6,5,5,7,2
50,Femme,2,5,7,3,3,2,2,2,1,5,7,6,5
30,Homme,2,4,6,4,4,6,4,7,7,2,7,3,1
25,Homme,5,1,5,2,5,3,6,4,3,5,6,3,5
16,Femme,6,4,2,2,6,2,1,3,1,1,4,6,4
27,Homme,7,1,2,4,6,6,1,3,1,7,3,3,4
60,Femme,5,2,4,4,5,7,7,1,2,3,1,1,6
22,Homme,7,3,2,3,1,6,1,6,1,5,4,6,5
17,Homme,1,2,5,5,2,5,1,5,3,3,3,6,1
49,Femme,5,1,4,3,3,1,1,1,5,2,6,5,6
35,Femme,7,4,5,6,5,5,3,1,7,7,1,6,2
15,Homme,5,1,7,5,2,1,1,1,7,3,4,7,7
64,Homme,7,1,4,5,3,7,6,2,2,4,2,7,6
38,Femme,7,1,3,5,2,4,5,6,7,1,5,7,4
18,Homme,7,7,5,1,4,6,3,5,7,4,5,4,6
41,Homme,4,2,7,2,1,7,2,4,1,4,6,5,6
60,Homme,6,6,2,3,3,5,2,5,5,1,5,2,4
45,Homme,5,1,2,3,3,3,4,5,2,1,1,5,1
34,Homme,4,2,3,6,1,6,7,5,2,5,3,3,1
16,Homme,1,4,6,7,2,2,2,7,3,3,3,2,1
44,Homme,4,6,1,2,7,2,6,4,7,1,7,6,4
33,Homme,1,1,6,4,4,6,3,4,4,2,6,4,2
31,Homme,3,4,7,3,1,1,6,7,3,2,6,3,3
15,Homme,6,3,7,7,3,4,2,7,4,7,2,1,5
24,Homme,3,4,2,6,3,3,4,5,1,4,5,4,6
50,Homme,4,6,2,3,6,6,2,6,3,7,7,1,7
56,Femme,5,4,1,2,5,1,2,4,3,7,5,5,1
30,Femme,6,4,5,4,7,5,4,6,1,6,1,3,5
24,Homme,3,3,1,2,1,2,7,2,2,1,2,7,5
24,Homme,6,4,6,1,4,7,7,3,3,4,4,7,4
65,Femme,5,4,7,4,5,4,3,1,4,6,3,7,1
22,Femme,3,4,6,3,2,1,5,4,2,7,6,1,7
34,Homme,4,3,2,7,5,2,5,7,4,4,3,6,7
45,Homme,6,3,4,5,2,3,4,5,4,2,3,6,5
58,Femme,5,2,4,4,7,3,1,1,5,6,5,1,4
15,Femme,2,6,7,5,5,5,7,3,5,6,4,6,7
56,Homme,2,4,1,1,5,6,7,4,6,1,3,2,7
66,Femme,7,4,6,4,4,6,6,1,7,5,5,1,6
47,Femme,5,3,6,5,4,4,6,4,6,2,7,3,6
16,Homme,3,5,5,2,3,2,7,5,6,3,4,6,4
44,Femme,5,5,3,5,2,2,5,7,4,5,2,3,4
44,Femme,2,5,5,4,3,4,5,7,2,3,6,6,5
24,Homme,6,3,6,5,7,2,7,7,1,1,6,5,4
48,Homme,1,6,2,2,1,6,3,4,6,5,1,5,4
55,Homme,4,6,6,7,4,3,4,4,7,3,1,6,5
48,Femme,3,6,1,3,4,4,2,3,2,2,6,3,7
65,Homme,3,2,3,7,7,3,1,2,3,1,1,4,6
17,Homme,5,6,3,2,3,5,1,2,5,7,3,1,7
70,Homme,6,6,5,2,3,6,4,5,5,5,4,4,1
44,Homme,5,3,3,3,2,3,2,3,5,7,3,4,5
40,Homme,4,6,4,6,2,2,3,1,5,3,5,5,3
59,Homme,5,5,7,3,7,1,5,6,4,6,4,3,4
70,Homme,3,3,1,6,7,4,7,1,3,5,6,2,6
30,Femme,4,4,2,3,7,1,3,6,5,1,2,4,5
69,Femme,4,7,6,5,2,2,5,1,3,5,3,4,7
56,Homme,7,6,4,2,6,7,3,4,7,1,3,2,2
55,Femme,2,7,3,7,5,3,3,2,6,3,5,7,7
58,Homme,3,2,4,3,7,1,2,4,7,5,6,1,2
19,Homme,3,3,3,3,4,7,7,6,4,1,2,5,3
67,Homme,3,5,2,6,3,1,5,5,1,1,4,5,5
58,Femme,3,1,2,2,4,5,7,2,4,2,3,3,3
57,Homme,4,5,5,7,7,3,1,4,2,2,1,6,1
30,Homme,7,5,3,6,4,2,5,6,4,2,3,1,5
49,Homme,3,7,1,5,1,6,2,3,6,2,6,2,3
40,Homme,2,7,6,5,3,3,2,6,4,2,5,5,6
14,Femme,3,4,2,4,6,3,7,4,2,1,5,4,2
26,Homme,5,7,2,7,4,4,6,7,4,1,5,7,5
13,Homme,2,3,7,6,6,6,2,1,3,1,1,3,1
68,Homme,1,4,7,5,6,3,3,6,1,4,6,7,3
51,Homme,4,5,3,2,2,3,2,7,2,7,1,6,3
67,Homme,2,2,6,5,7,1,5,6,2,7,3,6,5
53,Homme,5,7,4,6,5,3,7,3,5,1,4,4,5
30,Homme,1,2,3,2,1,3,2,3,1,6,4,2,3
44,Homme,7,6,4,7,1,7,3,3,1,7,6,6,5
13,Homme,4,4,7,3,3,6,5,1,2,1,3,2,1
61,Homme,5,5,1,7,5,7,5,5,7,3,6,1,7
57,Femme,6,4,2,6,5,7,7,5,3,2,7,6,7
68,Homme,6,7,7,6,2,6,7,3,1,1,1,3,2
59,Femme,2,2,3,5,5,5,1,1,2,5,2,6,1
39,Femme,6,4,5,2,4,4,4,5,4,7,4,2,6
23,Homme,5,4,1,5,1,1,4,2,1,4,4,5,7
58,Homme,5,1,2,6,5,1,2,4,2,3,2,2,6
22,Homme,6,7,3,2,4,6,4,1,2,2,5,6,7
23,Homme,2,2,5,2,5,5,4,3,3,3,6,6,4
18,Femme,2,3,1,3,6,7,2,2,3,3,5,7,6
21,Femme,6,1,7,1,2,7,6,3,2,3,1,6,1
67,Homme,4,1,4,3,7,2,1,5,5,2,4,3,2
